municipio,year,hectares_lost
SALAMINA,2006,17
SAN SEBASTIAN DE BUENAVISTA,2006,102
SAN ZENON,2006,29
SANTA ANA,2006,154
SANTA BARBARA DE PINTO,2006,50
SANTA MARTA,2006,482
SITIONUEVO,2006,14
TENERIFE,2006,158
ZAPAYAN,2006,6
ZONA BANANERA,2006,186
ACACIAS,2006,31
BARRANCA DE UPIA,2006,159
CABUYARO,2006,156
CASTILLA LA NUEVA,2006,47
CUMARAL,2006,232
EL CALVARIO,2006,3
EL CASTILLO,2006,115
EL DORADO,2006,10
FUENTE DE ORO,2006,193
GRANADA,2006,59
GUAMAL,2006,8
LA MACARENA,2006,10734
LA URIBE,2006,2134
LEJANIAS,2006,33
MAPIRIPAN,2006,3093
MESETAS,2006,396
PUERTO CONCORDIA,2006,1040
PUERTO GAITAN,2006,557
PUERTO LLERAS,2006,1682
PUERTO LOPEZ,2006,216
PUERTO RICO,2006,1821
RESTREPO,2006,12
SAN CARLOS DE GUAROA,2006,453
SAN JUAN DE ARAMA,2006,350
SAN JUANITO,2006,1
SAN LUIS DE CUBARRAL,2006,33
SAN MARTIN,2006,978
VILLAVICENCIO,2006,73
VISTAHERMOSA,2006,1410
ALBAN,2006,5
ALDANA,2006,8
ANCUYA,2006,2
ARBOLEDA,2006,7
BARBACOAS,2006,626
BELEN,2006,11
BUESACO,2006,96
CHACHAGUI,2006,15
COLON,2006,14
CONSACA,2006,23
CONTADERO,2006,0
CUASPUD,2006,8
CUMBAL,2006,66
CUMBITARA,2006,263
CORDOBA,2006,1
EL CHARCO,2006,617
EL PE¥OL,2006,3
EL ROSARIO,2006,388
EL TABLON,2006,59
EL TAMBO,2006,26
FRANCISCO PIZARRO,2006,194
FUNES,2006,18
GUACHUCAL,2006,20
GUAITARILLA,2006,5
GUALMATAN,2006,1
ILES,2006,2
IMUES,2006,1
IPIALES,2006,142
LA CRUZ,2006,16
LA FLORIDA,2006,7
LA LLANADA,2006,30
LA TOLA,2006,14
LA UNION,2006,39
LEIVA,2006,56
LINARES,2006,10
LOS ANDES,2006,50
MAGUI,2006,338
MALLAMA,2006,114
MOSQUERA,2006,54
NARI¥O,2006,14
OLAYA,2006,551
OSPINA,2006,1
POLICARPA,2006,172
POTOSI,2006,6
PROVIDENCIA,2006,5
PUERRES,2006,3
PUPIALES,2006,16
RICAURTE,2006,105
ROBERTO PAYAN,2006,278
SAMANIEGO,2006,204
SAN BERNARDO,2006,20
PASTO,2006,99
SAN LORENZO,2006,47
SAN PABLO,2006,18
SAN PEDRO DE CARTAGO,2006,10
SANDONA,2006,8
SANTA BARBARA,2006,129
SANTA CRUZ,2006,68
SAPUYES,2006,11
TAMINANGO,2006,17
TANGUA,2006,20
TUMACO,2006,3126
TUQUERRES,2006,40
YACUANQUER,2006,3
ABREGO,2006,161
ARBOLEDAS,2006,54
BOCHALEMA,2006,42
BUCARASICA,2006,24
CHINACOTA,2006,20
CHITAGA,2006,19
CONVENCION,2006,111
CUCUTILLA,2006,36
CACHIRA,2006,109
CACOTA,2006,2
DURANIA,2006,41
EL CARMEN,2006,157
EL TARRA,2006,228
EL ZULIA,2006,200
GRAMALOTE,2006,19
HACARI,2006,85
HERRAN,2006,1
LA ESPERANZA,2006,344
LA PLAYA,2006,31
LABATECA,2006,10
LOS PATIOS,2006,15
LOURDES,2006,16
MUTISCUA,2006,5
OCA¥A,2006,128
PAMPLONA,2006,22
PAMPLONITA,2006,20
PUERTO SANTANDER,2006,3
RAGONVALIA,2006,7
SALAZAR,2006,85
SAN CALIXTO,2006,79
SAN CAYETANO,2006,4
CUCUTA,2006,571
SANTIAGO,2006,65
SILOS,2006,2
SARDINATA,2006,552
TEORAMA,2006,179
TIBU,2006,728
TOLEDO,2006,65
VILLA CARO,2006,57
VILLA DEL ROSARIO,2006,20
COLON,2006,0
ORITO,2006,705
PUERTO ASIS,2006,864
PUERTO CAICEDO,2006,304
PUERTO GUZMAN,2006,1169
PUERTO LEGUIZAMO,2006,1086
SAN FRANCISCO,2006,10
SAN MIGUEL,2006,155
MOCOA,2006,60
SANTIAGO,2006,5
SIBUNDOY,2006,5
VALLE DEL GUAMUEZ,2006,639
VILLAGARZON,2006,200
ARMENIA,2006,108
BUENAVISTA,2006,37
CALARCA,2006,158
CIRCASIA,2006,82
CORDOBA,2006,32
FILANDIA,2006,73
GENOVA,2006,39
LA TEBAIDA,2006,38
MONTENEGRO,2006,82
PIJAO,2006,58
QUIMBAYA,2006,71
SALENTO,2006,108
APIA,2006,103
BALBOA,2006,57
BELEN DE UMBRIA,2006,128
DOSQUEBRADAS,2006,27
GUATICA,2006,89
LA CELIA,2006,61
LA VIRGINIA,2006,1
MARSELLA,2006,61
MISTRATO,2006,60
PEREIRA,2006,188
PUEBLO RICO,2006,44
QUINCHIA,2006,70
SANTA ROSA DE CABAL,2006,213
SANTUARIO,2006,145
ISLAS SERRANILLA,2006,0
PROVIDENCIA,2006,1
SAN ANDRES,2006,0
AGUADA,2006,33
ALBANIA,2006,17
ARATOCA,2006,8
BARBOSA,2006,18
BARICHARA,2006,8
BARRANCABERMEJA,2006,910
BETULIA,2006,123
BOLIVAR,2006,937
BUCARAMANGA,2006,40
CABRERA,2006,43
CALIFORNIA,2006,10
CAPITANEJO,2006,0
CARCASI,2006,9
CEPITA,2006,5
CERRITO,2006,3
CHARALA,2006,45
CHARTA,2006,12
CHIMA,2006,7
CHIPATA,2006,16
CIMITARRA,2006,3542
CONCEPCION,2006,1
CONFINES,2006,16
CONTRATACION,2006,3
COROMORO,2006,48
CURITI,2006,35
EL CARMEN DE CHUCURI,2006,437
EL GUACAMAYO,2006,10
EL PE¥ON,2006,32
EL PLAYON,2006,140
ENCINO,2006,29
ENCISO,2006,5
FLORIDABLANCA,2006,25
FLORIAN,2006,13
GALAN,2006,34
GIRON,2006,125
GUACA,2006,9
GUADALUPE,2006,19
GUAPOTA,2006,6
GUAVATA,2006,6
GAMBITA,2006,90
GUEPSA,2006,21
HATO,2006,8
JESUS MARIA,2006,6
JORDAN,2006,1
LA BELLEZA,2006,127
LA PAZ,2006,27
LANDAZURI,2006,449
LEBRIJA,2006,264
LOS SANTOS,2006,2
MACARAVITA,2006,5
MATANZA,2006,27
MOGOTES,2006,65
MOLAGAVITA,2006,6
MALAGA,2006,1
OCAMONTE,2006,13
OIBA,2006,39
ONZAGA,2006,14
PALMAR,2006,2
PALMAS DEL SOCORRO,2006,14
PIEDECUESTA,2006,45
PINCHOTE,2006,11
PUENTE NACIONAL,2006,28
PUERTO PARRA,2006,1370
PUERTO WILCHES,2006,682
PARAMO,2006,34
RIONEGRO,2006,544
SABANA DE TORRES,2006,1229
SAN ANDRES,2006,9
SAN BENITO,2006,26
SAN GIL,2006,22
SAN JOAQUIN,2006,8
SAN JOSE DE MIRANDA,2006,1
SAN MIGUEL,2006,3
SAN VICENTE DE CHUCURI,2006,1109
SANTA BARBARA,2006,11
SANTA HELENA DEL OPON,2006,149
SIMACOTA,2006,1298
SOCORRO,2006,46
SUAITA,2006,59
SUCRE,2006,225
SURATA,2006,36
TONA,2006,18
VALLE DE SAN JOSE,2006,20
VETAS,2006,1
VILLANUEVA,2006,2
VELEZ,2006,242
ZAPATOCA,2006,37
BUENAVISTA,2006,2
CAIMITO,2006,46
CHALAN,2006,16
COLOSO,2006,12
COROZAL,2006,27
COVEÑAS,2006,4
EL ROBLE,2006,37
GALERAS,2006,62
GUARANDA,2006,12
LA UNION,2006,68
LOS PALMITOS,2006,4
MAJAGUAL,2006,31
MORROA,2006,16
OVEJAS,2006,80
SAMPUES,2006,4
SAN ANTONIO DE PALMITO,2006,3
SAN BENITO ABAD,2006,110
SAN JUAN DE BETULIA,2006,6
SAN MARCOS,2006,319
SAN ONOFRE,2006,115
SAN PEDRO,2006,0
SINCELEJO,2006,17
SINCE,2006,25
SUCRE,2006,35
TOLUVIEJO,2006,9
TOLU,2006,38
ALPUJARRA,2006,119
ALVARADO,2006,55
AMBALEMA,2006,16
ANZOATEGUI,2006,51
ARMERO,2006,38
ATACO,2006,157
CAJAMARCA,2006,83
CARMEN DE APICALA,2006,31
CASABIANCA,2006,35
CHAPARRAL,2006,299
COELLO,2006,121
COYAIMA,2006,41
CUNDAY,2006,271
DOLORES,2006,248
ESPINAL,2006,17
FALAN,2006,134
FLANDES,2006,8
FRESNO,2006,139
GUAMO,2006,31
HERVEO,2006,64
HONDA,2006,34
IBAGUE,2006,402
ICONONZO,2006,90
LERIDA,2006,26
LIBANO,2006,78
MELGAR,2006,46
MURILLO,2006,31
NATAGAIMA,2006,25
ORTEGA,2006,191
PALOCABILDO,2006,22
PIEDRAS,2006,34
PLANADAS,2006,98
PRADO,2006,213
PURIFICACION,2006,77
RIOBLANCO,2006,97
RONCESVALLES,2006,49
ROVIRA,2006,271
SALDA¥A,2006,22
SAN ANTONIO,2006,56
SAN LUIS,2006,64
SAN SEBASTIAN,2006,73
SANTA ISABEL,2006,23
SUAREZ,2006,106
VALLE DE SAN JUAN,2006,40
VENADILLO,2006,41
VILLAHERMOSA,2006,45
VILLARRICA,2006,39
ALCALA,2006,43
ANDALUCIA,2006,13
ANSERMANUEVO,2006,113
ARGELIA,2006,34
BOLIVAR,2006,172
BUENAVENTURA,2006,289
BUGALAGRANDE,2006,92
CAICEDONIA,2006,148
CALIMA,2006,336
CANDELARIA,2006,20
CARTAGO,2006,32
DAGUA,2006,270
EL CAIRO,2006,53
EL CERRITO,2006,77
EL DOVIO,2006,58
EL AGUILA,2006,98
FLORIDA,2006,41
GINEBRA,2006,99
GUACARI,2006,117
BUGA,2006,81
JAMUNDI,2006,144
LA CUMBRE,2006,164
LA UNION,2006,29
LA VICTORIA,2006,16
OBANDO,2006,42
PALMIRA,2006,126
PRADERA,2006,29
RESTREPO,2006,152
RIOFRIO,2006,110
ROLDANILLO,2006,58
SAN PEDRO,2006,33
CALI,2006,44
SEVILLA,2006,201
TORO,2006,119
TRUJILLO,2006,187
TULUA,2006,246
ULLOA,2006,20
VERSALLES,2006,54
VIJES,2006,52
YOTOCO,2006,149
YUMBO,2006,69
ZARZAL,2006,20
CARURU,2006,252
MITU,2006,494
PACOA,2006,207
PAPUNAHUA,2006,34
TARAIRA,2006,74
YAVARATE,2006,167
CUMARIBO,2006,3631
LA PRIMAVERA,2006,160
PUERTO CARRE¥O,2006,84
SANTA ROSALIA,2006,13
EL ENCANTO,2007,36
LA CHORRERA,2007,44
LA PEDRERA,2007,141
LA VICTORIA,2007,30
LETICIA,2007,173
MIRITI-PARANA,2007,52
PUERTO ALEGRIA,2007,84
PUERTO ARICA,2007,49
PUERTO NARI¥O,2007,59
PUERTO SANTANDER,2007,11
TARAPACA,2007,97
ABEJORRAL,2007,39
ABRIAQUI,2007,19
ALEJANDRIA,2007,13
AMAGA,2007,19
AMALFI,2007,441
ANDES,2007,67
ANGELOPOLIS,2007,12
ANGOSTURA,2007,236
ANORI,2007,531
ANZA,2007,72
APARTADO,2007,270
ARBOLETES,2007,138
ARGELIA,2007,17
ARMENIA,2007,10
BARBOSA,2007,15
BELLO,2007,71
BELMIRA,2007,15
BETANIA,2007,66
BETULIA,2007,39
BRICE¥O,2007,62
BURITICA,2007,10
CAICEDO,2007,31
CALDAS,2007,56
CAMPAMENTO,2007,71
CARACOLI,2007,187
CARAMANTA,2007,28
CAREPA,2007,168
CAROLINA,2007,40
CAUCASIA,2007,543
CA¥ASGORDAS,2007,61
CHIGORODO,2007,255
CISNEROS,2007,2
CIUDAD BOLIVAR,2007,117
COCORNA,2007,50
CONCEPCION,2007,15
CONCORDIA,2007,32
COPACABANA,2007,29
CACERES,2007,705
DABEIBA,2007,230
DON MATIAS,2007,29
EBEJICO,2007,51
EL BAGRE,2007,933
EL CARMEN DE VIBORAL,2007,31
SOPETRAN,2007,44
ENTRERRIOS,2007,24
ENVIGADO,2007,46
FREDONIA,2007,27
FRONTINO,2007,108
GIRALDO,2007,7
GIRARDOTA,2007,18
GRANADA,2007,6
GUADALUPE,2007,48
GUARNE,2007,66
GUATAPE,2007,12
GOMEZ PLATA,2007,134
HELICONIA,2007,20
HISPANIA,2007,12
ITAGUI,2007,2
ITUANGO,2007,150
JARDIN,2007,16
JERICO,2007,10
LA CEJA,2007,41
LA ESTRELLA,2007,15
LA PINTADA,2007,22
LA UNION,2007,4
LIBORINA,2007,9
MACEO,2007,500
MARINILLA,2007,22
MEDELLIN,2007,127
MONTEBELLO,2007,42
MURINDO,2007,49
MUTATA,2007,403
NARI¥O,2007,6
NECHI,2007,627
NECOCLI,2007,499
OLAYA,2007,6
PEQUE,2007,33
PE¥OL,2007,23
PUEBLORRICO,2007,29
PUERTO BERRIO,2007,1492
PUERTO NARE,2007,640
PUERTO TRIUNFO,2007,297
REMEDIOS,2007,3471
RETIRO,2007,241
RIONEGRO,2007,117
SABANALARGA,2007,10
SABANETA,2007,5
SALGAR,2007,52
SAN ANDRES,2007,65
SAN CARLOS,2007,237
SAN FRANCISCO,2007,141
SAN JERONIMO,2007,25
SAN JOSE DE LA MONTA¥A,2007,2
SAN JUAN DE URABA,2007,67
SAN LUIS,2007,543
SAN PEDRO DE URABA,2007,139
SAN PEDRO,2007,58
SAN RAFAEL,2007,60
SAN ROQUE,2007,151
SAN VICENTE,2007,38
SANTA BARBARA,2007,34
SANTA ROSA DE OSOS,2007,128
SANTAFE DE ANTIOQUIA,2007,53
SANTO DOMINGO,2007,36
SANTUARIO,2007,8
SEGOVIA,2007,948
SONSON,2007,272
TARAZA,2007,577
TARSO,2007,28
TITIRIBI,2007,6
TOLEDO,2007,7
TURBO,2007,829
TAMESIS,2007,20
URAMITA,2007,53
URRAO,2007,158
VALDIVIA,2007,163
VALPARAISO,2007,25
VEGACHI,2007,356
VENECIA,2007,8
VIGIA DEL FUERTE,2007,22
YALI,2007,412
YARUMAL,2007,101
YOLOMBO,2007,603
YONDO,2007,3237
ZARAGOZA,2007,907
ARAUCA,2007,247
ARAUQUITA,2007,1409
CRAVO NORTE,2007,20
FORTUL,2007,436
PUERTO RONDON,2007,150
SARAVENA,2007,524
TAME,2007,1610
BARANOA,2007,8
BARRANQUILLA,2007,4
CAMPO DE LA CRUZ,2007,3
CANDELARIA,2007,21
GALAPA,2007,7
JUAN DE ACOSTA,2007,22
LURUACO,2007,19
MALAMBO,2007,13
MANATI,2007,32
PALMAR DE VARELA,2007,3
PIOJO,2007,18
POLONUEVO,2007,0
PONEDERA,2007,9
PUERTO COLOMBIA,2007,11
REPELON,2007,22
SABANAGRANDE,2007,0
SABANALARGA,2007,17
SANTA LUCIA,2007,1
SANTO TOMAS,2007,1
SOLEDAD,2007,0
SUAN,2007,1
TUBARA,2007,14
USIACURI,2007,16
SANTAFE DE BOGOTA D.C.,2007,244
ACHI,2007,79
ALTOS DEL ROSARIO,2007,54
ARENAL,2007,224
ARJONA,2007,44
ARROYOHONDO,2007,4
BARRANCO DE LOBA,2007,114
CALAMAR,2007,13
CANTAGALLO,2007,509
CARTAGENA,2007,60
CICUCO,2007,1
CLEMENCIA,2007,4
CORDOBA,2007,18
EL CARMEN DE BOLIVAR,2007,171
EL GUAMO,2007,61
EL PE¥ON,2007,175
HATILLO DE LOBA,2007,27
MAGANGUE,2007,70
MAHATES,2007,10
MARGARITA,2007,25
MARIA LA BAJA,2007,7
MOMPOS,2007,19
MONTECRISTO,2007,709
MORALES,2007,508
PINILLOS,2007,15
REGIDOR,2007,163
RIO VIEJO,2007,526
SAN CRISTOBAL,2007,6
SAN ESTANISLAO,2007,18
SAN FERNANDO,2007,58
SAN JACINTO,2007,60
SAN JACINTO DEL CAUCA,2007,190
SAN JUAN NEPOMUCENO,2007,39
SAN MARTIN DE LOBA,2007,286
SAN PABLO,2007,1461
SANTA CATALINA,2007,33
SANTA ROSA,2007,25
SANTA ROSA DEL SUR,2007,1158
SIMITI,2007,936
SOPLAVIENTO,2007,1
TALAIGUA NUEVO,2007,9
TIQUISIO,2007,181
TURBACO,2007,41
TURBANA,2007,25
VILLANUEVA,2007,21
ZAMBRANO,2007,81
ALMEIDA,2007,6
AQUITANIA,2007,47
ARCABUCO,2007,4
BELEN,2007,13
BERBEO,2007,6
BETEITIVA,2007,3
BOAVITA,2007,1
BOYACA,2007,0
BRICE¥O,2007,3
BUENAVISTA,2007,2
BUSBANZA,2007,0
CALDAS,2007,2
CAMPOHERMOSO,2007,8
CERINZA,2007,5
CHINAVITA,2007,2
CHIQUINQUIRA,2007,17
CHISCAS,2007,21
CHITA,2007,33
CHITARAQUE,2007,24
CHIVATA,2007,0
CHIVOR,2007,4
CHIQUIZA,2007,2
CIENAGA,2007,3
COPER,2007,6
CORRALES,2007,1
COVARACHIA,2007,0
CUBARA,2007,215
CUCAITA,2007,4
CUITIVA,2007,20
COMBITA,2007,12
DUITAMA,2007,22
EL COCUY,2007,3
EL ESPINO,2007,0
FIRAVITOBA,2007,11
FLORESTA,2007,5
GACHANTIVA,2007,3
GARAGOA,2007,11
GUACAMAYAS,2007,2
GUATEQUE,2007,1
GUAYATA,2007,4
GAMEZA,2007,4
GUICAN,2007,8
IZA,2007,2
JENESANO,2007,9
JERICO,2007,3
LA CAPILLA,2007,1
LA UVITA,2007,5
LA VICTORIA,2007,3
LABRANZAGRANDE,2007,113
MACANAL,2007,9
MARIPI,2007,4
MIRAFLORES,2007,6
MONGUA,2007,25
MONGUI,2007,9
MONIQUIRA,2007,24
MOTAVITA,2007,1
MUZO,2007,7
NOBSA,2007,1
NUEVO COLON,2007,3
OICATA,2007,10
OTANCHE,2007,115
PACHAVITA,2007,3
PAIPA,2007,68
PAJARITO,2007,63
PANQUEBA,2007,0
PAUNA,2007,28
PAYA,2007,191
PAZ DE RIO,2007,4
PESCA,2007,24
PISBA,2007,84
PUERTO BOYACA,2007,644
PAEZ,2007,26
QUIPAMA,2007,14
RAMIRIQUI,2007,10
RONDON,2007,22
RAQUIRA,2007,10
SABOYA,2007,15
SAMACA,2007,12
SAN EDUARDO,2007,5
SAN JOSE DE PARE,2007,15
SAN LUIS DE GACENO,2007,34
SAN MATEO,2007,1
SAN MIGUEL DE SEMA,2007,17
SAN PABLO DE BORBUR,2007,15
SANTA MARIA,2007,12
SANTA ROSA DE VITERBO,2007,12
SANTA SOFIA,2007,1
SANTANA,2007,22
SATIVANORTE,2007,2
SATIVASUR,2007,1
SIACHOQUE,2007,3
SOATA,2007,0
SOCHA,2007,7
SOCOTA,2007,56
SOGAMOSO,2007,12
SOMONDOCO,2007,6
SORA,2007,1
SORACA,2007,6
SOTAQUIRA,2007,33
SUSACON,2007,2
SUTAMARCHAN,2007,2
SUTATENZA,2007,0
SACHICA,2007,0
TASCO,2007,7
TENZA,2007,2
TIBANA,2007,2
TIBASOSA,2007,9
TINJACA,2007,8
TIPACOQUE,2007,0
TOCA,2007,14
TOGUI,2007,12
TOPAGA,2007,5
TOTA,2007,6
TUNJA,2007,6
TUNUNGUA,2007,5
TURMEQUE,2007,5
TUTA,2007,41
TUTAZA,2007,2
UMBITA,2007,6
VENTAQUEMADA,2007,17
VILLA DE LEYVA,2007,5
VIRACACHA,2007,5
ZETAQUIRA,2007,12
AGUADAS,2007,70
ANSERMA,2007,47
ARANZAZU,2007,7
BELALCAZAR,2007,22
CHINCHINA,2007,90
FILADELFIA,2007,9
LA DORADA,2007,179
LA MERCED,2007,2
MANIZALES,2007,107
MANZANARES,2007,50
MARMATO,2007,2
MARQUETALIA,2007,10
MARULANDA,2007,8
NEIRA,2007,37
NORCASIA,2007,136
PALESTINA,2007,139
PENSILVANIA,2007,48
PACORA,2007,20
RIOSUCIO,2007,110
RISARALDA,2007,54
SALAMINA,2007,8
SAMANA,2007,143
SAN JOSE,2007,38
SUPIA,2007,11
VICTORIA,2007,240
VILLAMARIA,2007,28
VITERBO,2007,10
ALBANIA,2007,306
BELEN DE LOS ANDAQUIES,2007,623
CARTAGENA DEL CHAIRA,2007,10107
CURILLO,2007,591
EL DONCELLO,2007,902
EL PAUJIL,2007,962
FLORENCIA,2007,1114
LA MONTA¥ITA,2007,2456
MILAN,2007,1440
MORELIA,2007,248
PUERTO RICO,2007,2617
SAN JOSE DEL FRAGUA,2007,459
SAN VICENTE DEL CAGUAN,2007,23611
SOLANO,2007,5241
SOLITA,2007,838
VALPARAISO,2007,2157
AGUAZUL,2007,319
CHAMEZA,2007,54
HATO COROZAL,2007,1053
LA SALINA,2007,16
MANI,2007,246
MONTERREY,2007,86
NUNCHIA,2007,665
OROCUE,2007,83
PAZ DE ARIPORO,2007,616
PORE,2007,329
RECETOR,2007,26
SABANALARGA,2007,35
SAN LUIS DE PALENQUE,2007,339
SACAMA,2007,77
TAURAMENA,2007,254
TRINIDAD,2007,434
TAMARA,2007,406
VILLANUEVA,2007,441
YOPAL,2007,833
ALMAGUER,2007,11
ARGELIA,2007,127
BALBOA,2007,45
BOLIVAR,2007,43
BUENOS AIRES,2007,47
CAJIBIO,2007,104
CALDONO,2007,19
CALOTO,2007,11
CORINTO,2007,35
EL TAMBO,2007,495
FLORENCIA,2007,4
GUAPI,2007,242
INZA,2007,105
JAMBALO,2007,18
LA SIERRA,2007,9
LA VEGA,2007,53
LOPEZ,2007,305
MERCADERES,2007,27
MIRANDA,2007,14
MORALES,2007,54
PADILLA,2007,1
PATIA,2007,26
PIAMONTE,2007,938
PIENDAMO,2007,32
POPAYAN,2007,113
PUERTO TEJADA,2007,2
PURACE,2007,77
PAEZ,2007,308
ROSAS,2007,10
SAN SEBASTIAN,2007,43
SANTA ROSA,2007,94
SANTANDER DE QUILICHAO,2007,15
SILVIA,2007,80
SOTARA,2007,62
SUCRE,2007,6
SUAREZ,2007,40
TIMBIQUI,2007,410
TIMBIO,2007,16
TORIBIO,2007,24
TOTORO,2007,69
VILLA RICA,2007,0
AGUACHICA,2007,294
AGUSTIN CODAZZI,2007,468
ASTREA,2007,718
BECERRIL,2007,309
BOSCONIA,2007,259
CHIMICHAGUA,2007,1120
CHIRIGUANA,2007,601
CURUMANI,2007,507
EL COPEY,2007,573
EL PASO,2007,612
GAMARRA,2007,75
GONZALEZ,2007,31
LA GLORIA,2007,475
LA JAGUA DE IBIRICO,2007,288
LA PAZ,2007,420
MANAURE,2007,37
PAILITAS,2007,296
PELAYA,2007,397
PUEBLO BELLO,2007,194
RIO DE ORO,2007,306
SAN ALBERTO,2007,729
SAN DIEGO,2007,453
SAN MARTIN,2007,420
TAMALAMEQUE,2007,309
VALLEDUPAR,2007,1566
ACANDI,2007,409
ALTO BAUDO,2007,156
ATRATO,2007,22
BAGADO,2007,21
BAHIA SOLANO,2007,39
BAJO BAUDO,2007,242
BELEN DE BAJIRA,2007,836
BOJAYA,2007,55
CONDOTO,2007,61
CERTEGUI,2007,6
CANTON DEL SAN PABLO,2007,79
EL CARMEN DE ATRATO,2007,37
CARMEN DEL DARIEN,2007,164
EL LITORAL DEL SAN JUAN,2007,8
ISTMINA,2007,326
JURADO,2007,20
LLORO,2007,24
MEDIO ATRATO,2007,31
MEDIO BAUDO,2007,249
MEDIO SAN JUAN,2007,190
NUQUI,2007,46
NOVITA,2007,142
QUIBDO,2007,134
RIOSUCIO,2007,434
RIO IRO,2007,7
RIO QUITO,2007,57
SAN JOSE DEL PALMAR,2007,78
SIPI,2007,44
TADO,2007,14
UNGUIA,2007,306
UNION PANAMERICANA,2007,10
AGUA DE DIOS,2007,19
ALBAN,2007,10
ANAPOIMA,2007,29
ANOLAIMA,2007,28
ARBELAEZ,2007,21
BELTRAN,2007,110
BITUIMA,2007,2
BOJACA,2007,36
CABRERA,2007,48
CACHIPAY,2007,9
CAJICA,2007,36
CAPARRAPI,2007,59
CARMEN DE CARUPA,2007,13
CHAGUANI,2007,21
CHIPAQUE,2007,27
CHOACHI,2007,15
CHOCONTA,2007,44
CHIA,2007,57
COGUA,2007,33
COTA,2007,102
CUCUNUBA,2007,12
CAQUEZA,2007,14
EL COLEGIO,2007,21
EL PE¥ON,2007,1
EL ROSAL,2007,82
FACATATIVA,2007,132
FOSCA,2007,7
FUNZA,2007,154
FUSAGASUGA,2007,25
FOMEQUE,2007,10
FUQUENE,2007,18
GACHALA,2007,5
GACHANCIPA,2007,18
GACHETA,2007,13
GAMA,2007,2
GIRARDOT,2007,24
GRANADA,2007,14
GUACHETA,2007,41
GUADUAS,2007,108
GUASCA,2007,117
GUATAQUI,2007,85
GUATAVITA,2007,57
GUAYABAL DE  SIQUIMA,2007,3
GUAYABETAL,2007,12
GUTIERREZ,2007,23
JERUSALEN,2007,176
JUNIN,2007,13
LA CALERA,2007,119
LA MESA,2007,14
LA PALMA,2007,6
LA PE¥A,2007,5
LA VEGA,2007,4
LENGUAZAQUE,2007,39
MACHETA,2007,8
MADRID,2007,135
MANTA,2007,3
MEDINA,2007,66
MOSQUERA,2007,59
NARI¥O,2007,18
NEMOCON,2007,19
NILO,2007,28
NIMAIMA,2007,0
NOCAIMA,2007,1
PACHO,2007,4
PAIME,2007,4
PANDI,2007,23
PARATEBUENO,2007,215
PASCA,2007,59
PUERTO SALGAR,2007,45
PULI,2007,71
QUEBRADANEGRA,2007,3
QUETAME,2007,5
QUIPILE,2007,17
RAFAEL REYES,2007,60
RICAURTE,2007,15
SAN ANTONIO DEL TEQUENDAMA,2007,7
SAN BERNARDO,2007,41
SAN CAYETANO,2007,18
SAN FRANCISCO,2007,2
SAN JUAN DE RIO SECO,2007,57
SASAIMA,2007,3
SESQUILE,2007,28
SIBATE,2007,144
SILVANIA,2007,28
SIMIJACA,2007,19
SOACHA,2007,56
SOPO,2007,65
SUBACHOQUE,2007,41
SUESCA,2007,34
SUPATA,2007,1
SUSA,2007,17
SUTATAUSA,2007,24
TABIO,2007,24
TAUSA,2007,27
TENA,2007,8
TENJO,2007,381
TIBACUY,2007,5
TIBIRITA,2007,3
TOCANCIPA,2007,20
TOCAIMA,2007,113
TOPAIPI,2007,3
UBALA,2007,13
UBAQUE,2007,12
UNE,2007,19
VENECIA,2007,42
VERGARA,2007,1
VIANI,2007,5
UBATE,2007,23
VILLAGOMEZ,2007,0
VILLAPINZON,2007,31
VILLETA,2007,8
VIOTA,2007,39
YACOPI,2007,143
ZIPACON,2007,16
ZIPAQUIRA,2007,54
UTICA,2007,2
AYAPEL,2007,402
BUENAVISTA,2007,141
CANALETE,2007,169
CERETE,2007,6
CHIMA,2007,25
CHINU,2007,73
CIENAGA DE ORO,2007,116
COTORRA,2007,0
LA APARTADA,2007,7
LOS CORDOBAS,2007,33
MOMIL,2007,10
MONTELIBANO,2007,491
MONTERIA,2007,327
MO¥ITOS,2007,6
PLANETA RICA,2007,145
PUEBLO NUEVO,2007,216
PUERTO ESCONDIDO,2007,36
PUERTO LIBERTADOR,2007,634
PURISIMA,2007,6
SAN ANDRES DE SOTAVENTO,2007,65
SAN ANTERO,2007,3
SAHAGUN,2007,92
SAN BERNARDO DEL VIENTO,2007,6
SAN CARLOS,2007,71
SAN PELAYO,2007,31
LORICA,2007,46
TIERRALTA,2007,1488
VALENCIA,2007,216
BARRANCO MINAS,2007,146
CACAHUAL,2007,146
LA GUADALUPE,2007,20
MAPIRIPANA,2007,182
MORICHAL NUEVO,2007,122
PANA PANA,2007,256
PUERTO COLOMBIA,2007,205
INIRIDA,2007,1194
SAN FELIPE,2007,38
CALAMAR,2007,2409
EL RETORNO,2007,2588
MIRAFLORES,2007,748
SAN JOSE DEL GUAVIARE,2007,6001
ACEVEDO,2007,239
AGRADO,2007,92
AIPE,2007,109
ALGECIRAS,2007,252
ALTAMIRA,2007,215
BARAYA,2007,274
CAMPOALEGRE,2007,209
COLOMBIA,2007,400
ELIAS,2007,16
GARZON,2007,315
GIGANTE,2007,225
GUADALUPE,2007,117
HOBO,2007,30
IQUIRA,2007,66
ISNOS,2007,65
LA ARGENTINA,2007,59
